Manx,English,Notes,Date,Source
Slieau ynnyd my cassyn ,"‘the mountain of the place of my feet’, [is situated quite near to it and about a hundred yards from the cliff. Tradition says that the rock bears the marks of a giant who jumped over from Ireland, and you can see his club foor sunk into the rock.]",,06/09/1902,Isle of Man Examiner
,,,,
,[159] THE GHOST OF PAT NY KEYLLEY.[43],"[43] IoME, Sat, Sep 06, 1902; P: 6",06/09/1902,Isle of Man Examiner
Pat ny keylley   ,Pat of the forest [the ghost of an old beggar-man],,06/09/1902,Isle of Man Examiner
,,,,
,[165] A Horse Seeing a Ghost,,06/09/1902,Isle of Man Examiner
Sarah yn Varron [Marran?] ,Sarah of the ?? [Mistake? Barron?],,06/09/1902,Isle of Man Examiner
,[167] Yn Ghoayr Haittagh (or Haddagh),,06/09/1902,Isle of Man Examiner
Yn ghoayr haddagh,the antic goat shouting in the Island of a calm night.,,06/09/1902,Isle of Man Examiner
,[183] THE ROYAL VISIT TO RAMSEY IN 1847.[44],"[44] IoME, Sat, Oct 04, 1902; P: 6
",04/10/1902,Isle of Man Examiner
Lhergy [Lhiargee] Frizzel ,"Fraser’s gorse covered slope, aka; Albert Hill",,04/10/1902,Isle of Man Examiner
,[186] A BIG WHEEL OF FIRE,,04/10/1902,Isle of Man Examiner
Beyr yn chlag glass ,The grey stone road,,04/10/1902,Isle of Man Examiner
,[188] LEGENDS CONNECTED WITH THE STONE CIRCLE ON THE MULL.[45],"[45] IoME, Sat, Oct 11, 1902; P: 6",11/10/1902,Isle of Man Examiner
CROSH MOLLEY MOOAR  ,"great deceiving cross, ",,11/10/1902,Isle of Man Examiner
POYLL VILL ,"honey pool [both Poyll Vill and Crosh Molley Mooar are situated a little south of the stone circle on the Mull, up the way to Cregneish.]",,11/10/1902,Isle of Man Examiner
Lhiack ny virragh[46] ,a sharply pointed pile of stones [the name of the stone circle on the Mull],"[46] Roeder writes: The name in the mouths of the Mull people is Yack y Veddach and Yack y Verrach — the d is often in common parlance used for r. We have also such Manx place-names as Gob birragh, Balla-birragh, Lag birragh, the Berragh [Birragh] = sharp, pointed. 
",11/10/1902,Isle of Man Examiner
Lhag ny Boirey —,The Hollow of Trouble [an erroneous name for the stone circle],,11/10/1902,Isle of Man Examiner
Chibbyr ny gabbyl ,"the horse well, haunted by fairies.",,11/10/1902,Isle of Man Examiner
Chibbyr ny garval,an erroneous name for Chibbyr-ny-Gabbyl,,11/10/1902,Isle of Man Examiner
,[190] Poyll Vill ,,11/10/1902,Isle of Man Examiner
Penprock,[I think they are called] crayfish [in English].,,11/10/1902,Isle of Man Examiner
,[191] BALLAQUEENEY IN RUSHEN.,,11/10/1902,Isle of Man Examiner
Magher clagh ard,High stone field [where a runic cross originally stood],,11/10/1902,Isle of Man Examiner
,[194] ON CRONK NY ARREY LHAA AND MANX WATCH HILLS IN PARTICULAR[47],"[47] IoME, Sat, Nov 08, 1902; P: 6
",08/11/1902,Isle of Man Examiner
Cronk ny arrey lhaa,Hill of the Day Watch,,08/11/1902,Isle of Man Examiner
Cronk ny arrey lhaa ,a hill between Niarbyl Bay and Fleshwick,,08/11/1902,Isle of Man Examiner
Cronk ny irey lea ,a hill near Point Cranstal ,,08/11/1902,Isle of Man Examiner
Cronk arrey lhaa A,a tumulus in Jurby South of Sartfield,,08/11/1902,Isle of Man Examiner
Cronk ny Harrey ,"a hill on the Mull, South of Cregneish",,08/11/1902,Isle of Man Examiner
Cronk ny Watch ,a hill near Scarlett,,08/11/1902,Isle of Man Examiner
Cronk ny Irree Laa ,The Hill of the Rising Day,,08/11/1902,Isle of Man Examiner
Cronk Brishey yn Lhaa ,daybreak hill,,08/11/1902,Isle of Man Examiner
,[197] ARRAN AS CAAJEY BREAD AND CHEESE.[48],"[48] IoME, Sat, Nov 22, 1902; P: 6
",22/11/1902,Isle of Man Examiner
"arran as caajey [caashey]
ayns y cornaill [corneil]
ayns ny straueyn",[Euphemisms for] confinement[49],"[49] Confinement — in this context it is the older term for labour, delivery, post-natal rest; the time when a woman gives birth to a baby.",22/11/1902,Isle of Man Examiner
Caajey [Caashey],"Manx cheese made of milk with the whey squeezed out, and had plenty of salt in it.",,22/11/1902,Isle of Man Examiner
Dollan,"a peck, or wooden hoop three or four inches deep, and 20 inches diameter, covered with a sheep skin, which was heaped with cakes and cheese and kept in the room where the woman was confined.",,22/11/1902,Isle of Man Examiner
Qualtagh ,the first person met when a child was taken to church to be baptised.,,22/11/1902,Isle of Man Examiner
,,,,
,[199] A DEAD MERMAID.[50],"[50] IoME, Sat, Nov 29, 1902; P: 8",29/11/1902,Isle of Man Examiner
Lhag ny Killey ,The Hollow of the Church,,29/11/1902,Isle of Man Examiner
,[200] THE MERMAID’S GREEN.,,29/11/1902,Isle of Man Examiner
Lhiondaig Pohlinag,"Mermaid’s Green, or Garden [Between Bow Veg and Glen Wither on the coast north the Sound ... the tradition is that the mermaids haunted it and sported about, basking themselves there.",,29/11/1902,Isle of Man Examiner
,[201] SHENN LAA CHIBBYR USHTEY.,,29/11/1902,Isle of Man Examiner
Shenn laa chibbyr ushtey ,Old feast of the water well,,29/11/1902,Isle of Man Examiner
,,,,
Laa giense ,"A day of revelling, a day of dancing",,29/11/1902,Isle of Man Examiner
Laare vane ,white mare,,29/11/1902,Isle of Man Examiner
,,,,
"roagan, raucan, creachan[51]  ",scallop[52],"[51] Roeder writes: We see that the Manx name for scollop, which occurs in Kelly's and Cregeen's Dictionaries, as roagan and raucan, has no real existence, and should be replaced by the proper word creachan, to make sense of it!
[52] IoME, Sat, Dec 06, 1902; P: 8",06/12/1902,Isle of Man Examiner
slhlig screebey ,"large mussel shell, which the country people used to scrape their sowen pots with.",,06/12/1902,Isle of Man Examiner
tan rogan ,"scollop shell [was also used by the Manx fishermen for a lamp. They put the rush in, which was hanging out from the edge, and the former was filled with cod oil. (from teine and creachan).",,06/12/1902,Isle of Man Examiner
,[203] RANGE OF WELSH TRADITIONS IN THE ISLAND.[53],"[53] IoME, Sat, Dec 20, 1902; P: 8
",20/12/1902,Isle of Man Examiner
Cronk-y-Vretney Veg,‘Little Hill of the Welsh’,,20/12/1902,Isle of Man Examiner
Cronk-y-Vretney Vooar,‘Big Hill of the Welsh’ ,,20/12/1902,Isle of Man Examiner
,"[A hill above the Struggan on the Mull, and another near Castletown, which, is I am told, had their names from the fact that Wales could be discerned from them.]",,20/12/1902,Isle of Man Examiner
,THE LEGEND OF CRONK NY MOOAR IN RUSHEN,,20/12/1902,Isle of Man Examiner
Hom Mooar,[name of] a glastin [glashtin] musician,,20/12/1902,Isle of Man Examiner
,[206] SEA-LORE.[54],"[54] IoME, Sat, Jan 03, 1903; P: 8
",03/01/1903,Isle of Man Examiner
"mooir, muir",the proper old Manx word for the sea,,03/01/1903,Isle of Man Examiner
,[the words below followed by [at sea] are euphemisms words that were taboo whilst at the fishing:],,03/01/1903,Isle of Man Examiner
Joan gorrym,"‘Blue Jane’ = ‘the sea’, or ‘mermaid’",,03/01/1903,Isle of Man Examiner
"Joan Muir, or Mere[55]","mermaid, or personification of ‘the sea’ [near the Chasms ... had her house and well]","[55] Joan Muir] Elsewhere identified as male; ‘Juan Mooir’, ‘Juan Gorrym’, ‘John Meare’.
",03/01/1903,Isle of Man Examiner
pohllinagh,merman [on land],,03/01/1903,Isle of Man Examiner
gilley [guilley] beg,‘little young fellow’ = merman [at sea],,03/01/1903,Isle of Man Examiner
mooinjer veggey,the fairies,,03/01/1903,Isle of Man Examiner
fer yn cleaysh wooar ,‘the man of the big ear’ = a hare [at sea],,03/01/1903,Isle of Man Examiner
lonag,a mouse [at sea],,03/01/1903,Isle of Man Examiner
lugh,a mouse [on land],,03/01/1903,Isle of Man Examiner
"sackots, uncle","a rat [at sea],",,03/01/1903,Isle of Man Examiner
pommit,a rabbit [at sea],,03/01/1903,Isle of Man Examiner
"scraaverrey, scraavrey, scraper",a cat [at sea],,03/01/1903,Isle of Man Examiner
Scraavrey Harry,‘Harry’s Cat’ a place between Bradda Head and Fleshwick Bay,,03/01/1903,Isle of Man Examiner
swoiney,a pig [at sea],,03/01/1903,Isle of Man Examiner
moddey,a dog [on land],,03/01/1903,Isle of Man Examiner
choll,a dog [on sea],,03/01/1903,Isle of Man Examiner
,"IoME, Sat, Jan 17, 1903; P: 8",,03/01/1903,Isle of Man Examiner
Muckyn doo ta fakin yn geay,Black pigs [that] see the wind,,03/01/1903,Isle of Man Examiner
Lhergy [Lhiargee],A gorsy hillside,,03/01/1903,Isle of Man Examiner
yn nhee bwoirrinagh,‘the woman’s thing’[56],"[56] ‘the woman’s thing’, ie ‘vulva,vagina, etc.’
",03/01/1903,Isle of Man Examiner
chunnag,"‘the woman’s thing’ [at sea], [also a nickame for a boat called the Diamond]",,03/01/1903,Isle of Man Examiner
Gloyr yn Seihll,"‘[The] Glory of the World’ = The Sun, when rising above the sea [at sea]",,03/01/1903,Isle of Man Examiner
Ree yn Laa,‘[The] King of the Day’ = The Sun [at sea],,03/01/1903,Isle of Man Examiner
Ben-rein ny hoie,‘[The] Queen of the night’ = The moon [at sea],,03/01/1903,Isle of Man Examiner
gobbag,dogfish[57],"[57] IoME, Sat, Jan 24, 1903; P: 8
",24/01/1903,Isle of Man Examiner
mollagyn,buoys,,24/01/1903,Isle of Man Examiner
Gaaue garroo,‘Course Smith’ [a nickname],,24/01/1903,Isle of Man Examiner
Polly beg ,‘Little parrot’ [a nickname],,24/01/1903,Isle of Man Examiner
"ljoag[58], gube, mooir",sea [at sea],"[58] Ljoag] — not found elsewhere, likely a typo.",24/01/1903,Isle of Man Examiner
,PEEL SEA LORE.,,24/01/1903,Isle of Man Examiner
carrag-cooar,great northern diver,,24/01/1903,Isle of Man Examiner
Skeddan beg er y wayrt,A young herring caught on the ‘wart’ fishing ground 2 miles northwest from Peel.[59],"[59] A first line of well known macronic saying; ‘skeddan beg er y wart, the best herring ever caught’. There is another fishing ground called ‘wart’ close to land near Spanish Head.",24/01/1903,Isle of Man Examiner
Ooig-ny-Sieyr ,Cooper’s Cave[60],"[60] IoME, Sat, Jan 31, 1903; P: 8
",31/01/1903,Isle of Man Examiner
aird,direction,,31/01/1903,Isle of Man Examiner
,"[206] THE ANCIENT ROAD OF THE TWENTY-FOUR KEYS, AT MAUGHOLD",,31/01/1903,Isle of Man Examiner
Raad Kiare as Feed,The Road of the Twenty Four,,31/01/1903,Isle of Man Examiner
,[207] SOUTH BARRULE.[61],"[61] IoME, Sat, Feb 14, 1903; Page: 10",14/02/1903,Isle of Man Examiner
Oie feaill Eoin,John's Eve,,14/02/1903,Isle of Man Examiner
Keamool,Kione Rhuilry ??,,14/02/1903,Isle of Man Examiner
Oie Voaldyn,May Day Eve,,14/02/1903,Isle of Man Examiner
,"[213] THE HERRING MEASURE, OR MEASE.[62]","[62] IoME, Sat, Feb 21, 1903; P: 8",21/02/1903,Isle of Man Examiner
mease,[a measure of] 620 fish,,21/02/1903,Isle of Man Examiner
,"[213] THE STORY OF THE BODDAGH YN COOIT LAATCHAGH, OR THE CHURL WITH THE LACING COAT[63]","[63] IoME, Sat, Feb 28, 1903; P: 8
",28/02/1903,Isle of Man Examiner
Boddagh yn cooit laatchagh,the body with the lacing coat,,28/02/1903,Isle of Man Examiner
,[218] THE LEGEND OF ORREE (=GOREEE)[64],"[64] IoME, Sat, Mar 28, 1903; P: 8
",28/03/1903,Isle of Man Examiner
Fin As Oshin,Fin And Oshin[65],"[65] The English version given here is a close transliteration rather than a translation.
",28/03/1903,Isle of Man Examiner
"HIE Fin as Oshin magh dy helg,","FIN and Oshin went out to hunt, (1)",,28/03/1903,Isle of Man Examiner
"Lesh sheshaght trean as moddee elg,","With a noble train of men and dogs,",,28/03/1903,Isle of Man Examiner
"Cha row un dooinney sloo ny keead,","Not less in number than one hundred men,",,28/03/1903,Isle of Man Examiner
"Coshee cha bieau cha row ny lheid,","So swift of foot and keen, none were their like;",,28/03/1903,Isle of Man Examiner
"Lesh feedyn coo eisht hie ad magh,","With scores of Bandogs fierce they sallied forth,",,28/03/1903,Isle of Man Examiner
"Trooid slieau as coan dy yannoo cragh,","O’er Hill and Dale, much Havock for to make.",,28/03/1903,Isle of Man Examiner
Quoi daag ad ec y thie agh Orree beg+,"-Whom left they then at home, but youthfull Orree!",,28/03/1903,Isle of Man Examiner
Cadley dy kiune fo scadoo’n creg !,Who slept secure beneath the shadowy rock;,,28/03/1903,Isle of Man Examiner
"Slane three feed quallian aeg gyn unnane sloo,","Full three score Greyhounds, with their whelps they left,",,28/03/1903,Isle of Man Examiner
"Lesh three feed cailleeyn dy yeeaghyn moo,","(With three score lovely maidens, young and fair,)+ ",,28/03/1903,Isle of Man Examiner
,As many old dames to attend the young.,,28/03/1903,Isle of Man Examiner
"Dooyrt inneen Fin ayns craid as corree,","Says Fin's fair Daughter, in Disdain and Scorn,",,28/03/1903,Isle of Man Examiner
“Kys yiow mayd nish cooilleen er Orree ?”,“How on young Orree shall we be revenged ?”,,28/03/1903,Isle of Man Examiner
"Dooyrt inneen Oshin; “kiangle mayd eh,",Says Oshin’s Daughter,,28/03/1903,Isle of Man Examiner
"Lesh folt y ching chionn gys y clea,","“Fast to the Harrows we will tie his Hair,",,28/03/1903,Isle of Man Examiner
As chur mayd aile gys y cass cha bieau.”,"And to his nimble feet, we'll set a train of Fire.”",,28/03/1903,Isle of Man Examiner
"Clysht tappee eisht hug Orree ass,","Then up starts Orree, with a nimble Spring;",,28/03/1903,Isle of Man Examiner
"Tra dennee’n smuir roie ass e chiass,",Feeling his Feet a broiling with the heat.,,28/03/1903,Isle of Man Examiner
"Loo Mollaght Mynney ad dy stroie,","With Curses direful, vowing to destroy,",,28/03/1903,Isle of Man Examiner
"Va er n’yannoo craid er mac y ree,","Those who presum’d t’affront a King, his Son!",,28/03/1903,Isle of Man Examiner
"Dy farbagh breearrey ry ghrian as eayst,",Swearing most bitterly by Sun and Moon.,,28/03/1903,Isle of Man Examiner
"Dy losht ad hene as thieyn neesht,",To burn themselves and all their habitations;,,28/03/1903,Isle of Man Examiner
"Hie Orree beg magh dys ny sleityn,","Then to the Mountain hies he fast away,",,28/03/1903,Isle of Man Examiner
"As speih mooar connee er e geayltyn,","His heavy Gorse-hack poized upon his shoulder,",,28/03/1903,Isle of Man Examiner
"Hoght bart mooar trome hug eh lesh cart,","Eight pond’rous Burthens thence he carried off,",,28/03/1903,Isle of Man Examiner
Hoght kionnanyn currit ayns dagh bart ;,And eight large Faggots cram’d in ilka[66] Burthen.,"[66] ilka] ‘each’ or ‘every’ (from Scots). 
",28/03/1903,Isle of Man Examiner
"Hoght deiney lheid’s sy theihll nish t’ayn,",Not eight such Men as in the world are now,,28/03/1903,Isle of Man Examiner
Cha droggagh bart jeh shoh ny v’ayn,Could from the Ground one of these Burthen's raise.,,28/03/1903,Isle of Man Examiner
"Ayns dagh uinnag hug eh bart as ayns dagh dorrys,","Into each Window, he a Burthen thrust,",,28/03/1903,Isle of Man Examiner
,"Into each Door, a Burthen of the same,",,28/03/1903,Isle of Man Examiner
Agh mean y thie mooar hene yn bart mooar sollys.,"But, the grand blazing Burthen, on the Floor, Of the great Hall he laid, and set on Fire (2).",,28/03/1903,Isle of Man Examiner
"Va Fin as Oshin nish shelg dy chionn,","Meanwhile, our Heroes, Fin and Oshin hight,",,28/03/1903,Isle of Man Examiner
"Lesh ooilley nyn treanee, ayns ollish as joan","They and their hardy men pursued the chase,",,28/03/1903,Isle of Man Examiner
"Yaagh wooar ren sheeyney ass y glion, neear,","Eager, in sweat and dust, all cover’d o’er.",,28/03/1903,Isle of Man Examiner
Troggal ayns bodjallyn agglagh myr rere;,Vast clouds full floating from the west,,28/03/1903,Isle of Man Examiner
,"Were seen like Billows dreadful, as I ween.",,28/03/1903,Isle of Man Examiner
"Roie Fin as roie Oshin derrey d'aase Oshin skee,","Then Fin he ran, and Oshin also ran,",,28/03/1903,Isle of Man Examiner
,"Till faint, and out of breath, he sat him down:",,28/03/1903,Isle of Man Examiner
Agh she Fin mooar hene chum sodjey nish roie;,"But Fin, the hardy chief, still held it out,",,28/03/1903,Isle of Man Examiner
"Eisht dyllee Fin huggey lesh coraa trome,","Then lift he up his lamentable Voice, Calling to Oshin, who was far behind,",,28/03/1903,Isle of Man Examiner
"“Cha vel faagit ain nish agh tholtanyn lhome,”","“We’ve nothing left but rueful, ruin’d walls!”",,28/03/1903,Isle of Man Examiner
“Quoi ren yn assee shoh nagh re Orree beg ?”,“This mischief who has done? Who but young Orree?”,,28/03/1903,Isle of Man Examiner
"Va'r chosney voue chelleerid gys oig fo yn creg,","Who fled, and in a rocky Cavern bid himself,",,28/03/1903,Isle of Man Examiner
Raad plooghit lesh yaagh hayrn ad magh er y cass.,"Then choak’d with Smoke, they drag him by the heels,",,28/03/1903,Isle of Man Examiner
,(And tore him Limb from Limb (they say) with Horses wild.),,28/03/1903,Isle of Man Examiner
,"AN OLD MANX BARD AND SOME TEMPERANCE HYMNS, TRANSLATED BY HIM INTO MANX.[67]","[67] IoME, Sat, May 02, 1903; P: 8: John Quirk of Carn y Greie: G. W. Wood writes: “I resolved if possible to see the old bard for myself, so accompanied by a ‘Mannmagh dooie,’ who had met him and knew something of the eerie district in which he lived, we, i.e., my wife and I, set out to discover him. After traversing some miles of a steep and rugged mountain road we were directed to the house we sought. It was not, however Carn y Greie. The bard had moved to another abode near by. We were admitted by his wife, now, as she proved to be, his widow, for she told us the object of our search was no more. He had been dead several years. She was pleased to see us, and seemed gratified at our desire to see him. She willingly sought out the old bard’s books and papers to show us and amongst them was his old MS. book of “Manx hymns or songs for the use of temperance meetings, and several pieces of poetry suitable on other occasions. Partly composed originally in Manx and partly translated from the English language, by John Quirk, parish of Patrick.” Such is the title it bears on the cover. It had been kept in a damp place, and but for our timely rescue would soon have been illegible, or, indeed, have perished altogether. After drying it before the fire she generously offered it for my acceptance, of which offer, needless to say, I glady availed myself. The book is now well cared for, and I have had all the pieces it contains carefully copied out. These number 69. Of the original compositions, a few have already been published, the best known of them being perhaps “Yn Jeirkagh meshtyllagh” (“The drunken beggar”). The others are Manx translations of English and American hymns. I have sought for some time to discover the originals of these, because no versified translation that could be made into English could be so satisfactory, and I wished to print them in both Manx and English. I have now succeeded in finding the source of a few in a little hymn book kindly lent me by Dr Julian, author of the “Dictionary of Hymnology.” With the editor’s concurrence I purpose sending these for publication, when perhaps some of your Manx linguists will express their opinion upon the merits of the old bard’s translations. To me the rhythm seems particularly pleasing and faithful to the original version. ... After this brief digression I now give the first of the “Temperance Hymns” to be followed by others as opportunity offers for their insertion in the “Examiner.” G. W. WOOD.”",02/05/1903,Isle of Man Examiner
S’LIACK LHIAM BINE DY YOUGH. ,I Like a Drop of Drink [See notes for original version of the hymn] [68],[68] I LOVE A LITTLE SUP.,02/05/1903,Isle of Man Examiner
Lhig dauesyn sailloo[69] shassoo seose ,Let those who please stand up,,02/05/1903,Isle of Man Examiner
"Dy choadey’n stroialtagh, ","To protect the destroyer,",,02/05/1903,Isle of Man Examiner
Ta aigney mie aym hene da'n chooish. ,I have goodwill myself for the cause.,,02/05/1903,Isle of Man Examiner
Agh s’liack lhiam bine dy yough. ,But I like a drop of drink.[70],"[70] The temperance cause I wish it well, 
It cries “to help come up” ; 
Help you that choose, but for myself 
I love a little sup.",02/05/1903,Isle of Man Examiner
Nee’m kinjagh taggloo ass e lieh ,I will always speak on its behalf,,02/05/1903,Isle of Man Examiner
"Myr chooish feer ymmyrchagh, ","As a truly necessary cause,",,02/05/1903,Isle of Man Examiner
"Ny yeih cha jeanym signal eh, ","Yet I will not sign it,",,02/05/1903,Isle of Man Examiner
Son s’liack lhiam bine dy yough. ,For I like a drop of drink.[71],"[71] The noble effort I approve, 
And ever cry it up, 
But I'll not sign the pledge, because 
I love a little sup.",02/05/1903,Isle of Man Examiner
Fer-lhee ta gra dy vel e ghah ,A doctor says that its sting,,02/05/1903,Isle of Man Examiner
Cur naardey’n challin voght; ,Destroys the poor body;,,02/05/1903,Isle of Man Examiner
Lurg ooilley shoh cha dreigym eh. ,Despite all this I won’t forsake it.,,02/05/1903,Isle of Man Examiner
Son s'liack lhiam bine dy yough. ,For I like a drop of drink.[72],"[72] The doctor says “it hastens death, 
And why not quit the cup?”
And so I would, but — I know why — 
I love a little sup.
",02/05/1903,Isle of Man Examiner
Preachooryn neesht ta kinjagh ginsh,Preachers too are always telling,"[73] The preacher urges next, ""'tis sin,
And shames the church, give up"";
My secret plea is stronger yet,
I love a little sup.",02/05/1903,Isle of Man Examiner
"Jeh trimmid mooar e loght, ","Of the great weigh of its sin,",,02/05/1903,Isle of Man Examiner
"Agh mian my chree t’erskyn dagh nhee, ","But my heart’s desire is above everything,",,02/05/1903,Isle of Man Examiner
Son s’liack lhiam bine dy yough. ,For I like a drop of drink.,,02/05/1903,Isle of Man Examiner
Ta mraane as paitchyn geamagh noi,Women and children shout against it,,02/05/1903,Isle of Man Examiner
"Fo gortey rooisht as boght, ","Under poor and naked famine,",,02/05/1903,Isle of Man Examiner
"Ta’d doostey chymmey ayns my chree, ","They awaken sympathy in my heart,",,02/05/1903,Isle of Man Examiner
Still s’liack lhiam bine dy yough. ,"Still, I like a drop of drink.[74]","[74] Ten thousand tortur’d wives cry out, 
And beggar’d babes, “give up!”
I hear their cries, and pity, but — 
I love a little sup.",02/05/1903,Isle of Man Examiner
Spyrrydyn caillt ayns torchagh geam ,Spirits lost in torment call,,02/05/1903,Isle of Man Examiner
"Noi chappan meshtyllagh, ","Against [the] intoxicating cup,",,02/05/1903,Isle of Man Examiner
"Ec clashtyn jeu ta’n cree er-creau, ","On hearing of them the heart trembles,",,02/05/1903,Isle of Man Examiner
Agh s’liack lhiam bine dy yough. ,But I like a drop of drink [75],"[75] The spirits lost in anguish shriek, 
“O quit this poisou'd cup”; 
I feel the terror strike, but still 
I like a little sup.",02/05/1903,Isle of Man Examiner
Nee’m shassoo magh roish dagh argane ,I’ll stand up to every argument,,02/05/1903,Isle of Man Examiner
"Ta noi jough veshtyllagh, ","That is against alcoholic drink,",,02/05/1903,Isle of Man Examiner
"Ta shoh my oyr yn slane gansoor, ","Here’s my reason, the whole answer,",,02/05/1903,Isle of Man Examiner
Still s'liack lhiam bine dy yough. ,I still like a drop of drink. [76],"[76] All argument I can outbrave 
That bids “the pledge take up”; 
This one is proof against their force 
I love a little sup.",02/05/1903,Isle of Man Examiner
"Brooghyn [77] as fuill, toyrtmow as baase, ","Roars and blood, destruction and death,",[77] Brooghyn] taken here to be a contraction of [Buirrooghyn] ‘roars’.,02/05/1903,Isle of Man Examiner
"Ta loayrt feer atchimagh,",Speak truly awfully,,02/05/1903,Isle of Man Examiner
"My chreenaght eisht dy scarrey rish, ","(For) My wisdom then to separate from it (drink),",,02/05/1903,Isle of Man Examiner
Agh s’liack lhiam bine dy yough. ,But I like a drop of drink. [78],"[78] Tho’ groans and blood, and death, and hell 
All cry “forsake the cup,” 
I know ’twere best, but then — but then — 
I love a little sup.",02/05/1903,Isle of Man Examiner
,— American.,,02/05/1903,Isle of Man Examiner
,[234] King Gorry the Mythical King of Man [79],"[80] IoME, Sat, May 23, 1903; P: 8",23/05/1903,Isle of Man Examiner
Raad mooar Ree Gorree,‘the great road of King Gorree’  the Manx name for the milky way.,,23/05/1903,Isle of Man Examiner
,,,,
,[237.] THINGS UNLUCKY WHEN GOING TO SEA [80],"[81] IoME, Sat, Jun 27, 1903; Page: 3


",27/06/1903,Isle of Man Examiner
kishen,a piece of ale [sic],,27/06/1903,Isle of Man Examiner
Cum ort! palchey ayn jeh. ,Stop! There’s plenty in her.,,27/06/1903,Isle of Man Examiner
,[229] HERRING FISHING IN PEEL A HUNDRED YEARS AGO.[81],"[81] IoME, Sat, Jul 04, 1903; Page: 3
",04/07/1903,Isle of Man Examiner
Thie Jack ,Jack’s House [fishing mark],,04/07/1903,Isle of Man Examiner
Gob ny Clieau,‘mountain point’ [fishing mark],,04/07/1903,Isle of Man Examiner
scraybeyder,a cat [sea word],,04/07/1903,Isle of Man Examiner
yn fer lesh cleaysh liauyr," ‘the fellow with the long lugs’, a hare [sea word] ",,04/07/1903,Isle of Man Examiner
debyagh [debejagh?],cussed,,04/07/1903,Isle of Man Examiner
bonnag,"cake [here, made from barley meal and potato kneaded well together]",,04/07/1903,Isle of Man Examiner
mollag ,buoy,,04/07/1903,Isle of Man Examiner
polt ,"bump, bang",,04/07/1903,Isle of Man Examiner
yn eirey,"‘the heir’ ‘the first son’, ‘the first herring caught’",,04/07/1903,Isle of Man Examiner
jough,ale,,04/07/1903,Isle of Man Examiner
,[231] MANX SEA FISHING IN EARLY TIMES.[82],"[82] IoME, Sat, Jul 25, 1903; P: 7",25/07/1903,Isle of Man Examiner
"scowte, scoute",early Manx fishing boat,,25/07/1903,Isle of Man Examiner
,[241] CHAPTERS ON THE MANX HERRING FISHERY.[83] ,"[83]  IoME, Sat, Jul 25, 1903; P: 7",25/07/1903,Isle of Man Examiner
kybbon ,"a bucket, or basket measure of herrings",,25/07/1903,Isle of Man Examiner
creggyn yaghee ,tithe rocks,,25/07/1903,Isle of Man Examiner
stiuri [stiuree],a short oar used as a rudder on a scoute (early Manx boat),,25/07/1903,Isle of Man Examiner
gobbag ,dogfish,,25/07/1903,Isle of Man Examiner
bock ,a species of shark,,25/07/1903,Isle of Man Examiner
,[260] MISCELLANEA IN CONNECTION WITH THE HERRING FISHERY.[84],"[84] IoME, Sat, Oct 10, 1903; P: 8: Roeder writes: Even when Ango-Manx is spoken distinct, Manx names are used by all the crew for the various qualities of herrings.“",10/10/1903,Isle of Man Examiner
“Ta mish laccal skeddan lesh oghyr aynjee.”[85],“I want a herring with roe (in it)”,"[85] ... if down in the cabin at dinner and one man wanted a roe herring, or perhaps a milt herring, he would say, as the case might be, to the cook : ",10/10/1903,Isle of Man Examiner
“lesh molg ayn”,“with roe (in it)”,,10/10/1903,Isle of Man Examiner
skeddan oghyr,roe herring [feminine],,10/10/1903,Isle of Man Examiner
skeddan molg; ,milt herring [masculine],,10/10/1903,Isle of Man Examiner
"skeddan beg aeg, skeddan beg, skeddan aeg",young herring,,10/10/1903,Isle of Man Examiner
skeddan mie,a grown herring,,10/10/1903,Isle of Man Examiner
skeddan spendit ,"spent [shotten] herring, (‘spendit’ — a loan word from English) [spent herring have lost all their milt or roe]",,10/10/1903,Isle of Man Examiner
fray ,"fry (no particular name for herring fry, [sill])",,10/10/1903,Isle of Man Examiner
skeddan fray,"herrings which chase and feed upon fray (fry). [Skeddan fray are big enough fish, but are of poor qualitv. as fray feeding makes herrings soft, and causes black gut.]",,10/10/1903,Isle of Man Examiner
skeddan,herring [at sea and on land],,10/10/1903,Isle of Man Examiner
Ta’n snaa ta goaill grunt lane crossan.,The net is taking a groundful of coral. ,,10/10/1903,Isle of Man Examiner
Ogh! Snaa lane crosaan!,[When nets come on board full of coral the exclamation will be :] [Oh!] a net full of coral! ,,10/10/1903,Isle of Man Examiner
,,,,
,THE COMPASS IN MANX.[86],"[86] Roeder writes: In the fishing fleet Manx is a constant means of conversation among the older men ; the compass is generally boxed in Manx by them. The only variation is that some box it from N. to E., others from N. to W. The men say they could box the compass in Manx before they could in English. ",10/10/1903,Isle of Man Examiner
Twoaie. ,"N. [North, 0°]",,10/10/1903,Isle of Man Examiner
Twoaie as lesh y shiar,. [North by East 11.25°],,10/10/1903,Isle of Man Examiner
Twoaie-shiar hwoaie. ,N.N.E. [North-Northeast 22.5°],,10/10/1903,Isle of Man Examiner
Shiar-hwoaie as lesh y hwoaie ,"[Northeast by North, 33.75°]",,10/10/1903,Isle of Man Examiner
Shiar-hwoaie. ,"N.E. [Northeast, 45°]",,10/10/1903,Isle of Man Examiner
Shiar-hwoaie as lesh y shiar. ,"[Northeast by East, 56.25°]",,10/10/1903,Isle of Man Examiner
